species_number,adore_species_number,latin_name,resolved_name,ecotox_group,tax_group,n_records_field,n_records_adore,in_adore_processed,in_adore_public,in_phylo,in_deb
927,,Nais variabilis,Nais variabilis,Worms,other,2,0,0,0,0,0
1328,,Najas guadalupensis,Najas guadalupensis,"Flowers, Trees, Shrubs, Ferns",other,2,0,0,0,0,0
1835,,Nandus nandus,Nandus nandus,Fish,fish,2,0,0,0,0,0
10445,,Nannochloropsis sp.,Nannochloropsis sp.,Algae,algae,2,0,0,0,0,0
2015,,Navicula cryptocephala,Navicula cryptocephala,Algae,algae,2,0,0,0,0,0
2082,,Neanthes vaali,Neanthes vaali,Worms,other,2,0,0,0,0,0
40997,,Nectria curta,Nectria curta,Fungi,other,2,0,0,0,0,0
51523,,Nematoda,Nematoda,Worms,other,2,0,0,0,0,0
159,,Nemoura marginata,Nemoura marginata,Insects/Spiders,other,2,0,0,0,0,0
766,,Neogobius melanostomus,Neogobius melanostomus,Fish;U.S. Invasive Species,fish,2,0,0,0,1,1
779,,Neophylax concinnus,Neophylax concinnus,Insects/Spiders,other,2,0,0,0,0,0
16538,,Nerita forskali,Nerita forskali,Molluscs,other,2,0,0,0,0,0
802,,Neurocordulia molesta,Neurocordulia molesta,Insects/Spiders,other,2,0,0,0,0,0
4698,,Neurospora crassa,Neurospora crassa,Fungi,other,2,0,0,0,0,0
20110,,Obovaria subrotunda,Obovaria subrotunda,Molluscs;U.S. Threatened and Endangered Species,other,2,0,0,0,0,0
7364,,Ocyurus chrysurus,Ocyurus chrysurus,Fish,fish,2,0,0,0,0,0
2123,,Onchidoris fusca,Onchidoris fusca,Molluscs,other,2,0,0,0,0,0
32408,34:11611:11783:32408:32409,Oncorhynchus clarkii ssp. pleuriticus,Oncorhynchus clarkii ssp. pleuriticus,Fish,fish,2,0,0,0,0,0
4406,,Ophiogomphus carolus,Ophiogomphus carolus,Insects/Spiders,other,2,0,0,0,0,0
43475,,Oscillatoria perornata,Oscillatoria perornata,Algae,algae,2,0,0,0,0,0
43174,,Ostreococcus tauri,Ostreococcus tauri,Algae,algae,2,0,0,0,0,0
4635,,Pachydiplax longipennis,Pachydiplax longipennis,Insects/Spiders,other,2,0,0,0,0,0
2428,,Palaemon pacificus,Palaemon pacificus,Crustaceans,crusta,2,0,0,0,0,0
28852,,Palustra laboulbeni,Palustra laboulbeni,Insects/Spiders,other,2,0,0,0,0,0
4636,,Pandalus borealis,Pandalus borealis,Crustaceans,crusta,2,0,0,0,0,0
1359,,Pantala flavescens,Pantala flavescens,Insects/Spiders,other,2,0,0,0,0,0
4798,,Paphia laterisulca,Paphia laterisulca,Molluscs,other,2,0,0,0,0,0
1458,,Paracalliope fluviatilis,Paracalliope fluviatilis,Crustaceans,crusta,2,0,0,0,0,0
787,,Paracapnia angulata,Paracapnia angulata,Insects/Spiders,other,2,0,0,0,0,0
16192,,Paracyclops sp.,Paracyclops sp.,Crustaceans,crusta,2,0,0,0,0,0
4693,,Paramecium primaurelia,Paramecium primaurelia,Other Invertebrates,other,2,0,0,0,0,0
16544,,Parupeneus barberinus,Parupeneus barberinus,Fish,fish,2,0,0,0,0,0
2081,,Patiriella exigua,Patiriella exigua,Other Invertebrates,other,2,0,0,0,0,0
19882,,Pelobates cultripes,Pelobates cultripes,Amphibians,other,2,0,0,0,0,0
32297,,Pelodytes ibericus,Pelodytes ibericus,Amphibians,other,2,0,0,0,0,0
184,,Pentaneura monilis,Pentaneura monilis,Insects/Spiders,other,2,0,0,0,0,0
693,,Pentaneura sp.,Pentaneura sp.,Insects/Spiders,other,2,0,0,0,0,0
32228,,Perkinsus olseni,Perkinsus olseni,Other Invertebrates,other,2,0,0,0,0,0
30619,,Phaeocystis cordata,Phaeocystis cordata,Algae,algae,2,0,0,0,0,0
1547,,Philodina sp.,Philodina sp.,Other Invertebrates,other,2,0,0,0,0,0
20212,,Phoma sp.,Phoma sp.,Fungi,other,2,0,0,0,0,0
4587,,Phormidium uncinatum,Phormidium uncinatum,Algae,algae,2,0,0,0,0,0
154,,Phryganea striata,Phryganea striata,Insects/Spiders,other,2,0,0,0,0,0
57995,,Physalaemus olfersii,Physalaemus olfersii,Amphibians,other,2,0,0,0,0,0
5886,,Physastra gibbosa,Physastra gibbosa,Molluscs,other,2,0,0,0,0,0
1933,,Physella elliptica,Physella elliptica,Molluscs,other,2,0,0,0,0,0
58931,,Physella pomilia,Physella pomilia,Molluscs,other,2,0,0,0,0,0
11978,,Physella sp.,Physella sp.,Molluscs,other,2,0,0,0,0,0
1496,,Piona carnea,Piona carnea,Insects/Spiders,other,2,0,0,0,0,0
319,,Piona coccinea,Piona coccinea,Insects/Spiders,other,2,0,0,0,0,0
315,,Piona nodata,Piona nodata,Insects/Spiders,other,2,0,0,0,0,0
2122,,Pistia stratiotes,Pistia stratiotes,"Flowers, Trees, Shrubs, Ferns;U.S. Invasive Species",other,2,0,0,0,0,0
1554,,Pithophora oedogonia,Pithophora oedogonia,Algae,algae,2,0,0,0,0,0
11789,,Planorbis carinatus,Planorbis carinatus,Molluscs,other,2,0,0,0,0,0
569,,Planorbis planorbis,Planorbis planorbis,Molluscs,other,2,0,0,0,0,0
10964,,Planorbis sp.,Planorbis sp.,Molluscs,other,2,0,0,0,0,0
163,,Platycnemis pennipes,Platycnemis pennipes,Insects/Spiders,other,2,0,0,0,0,0
18294,,Pleuroxus truncatus,Pleuroxus truncatus,Crustaceans,crusta,2,0,0,0,0,0
449,,Plumatella casmiana,Plumatella casmiana,Other Invertebrates,other,2,0,0,0,0,0
2796,,Poeciliopsis lucida,Poeciliopsis lucida,Fish,fish,2,0,0,0,0,0
11926,,Polycelis sp.,Polycelis sp.,Worms,other,2,0,0,0,0,0
28853,,Pomacea dolioides,Pomacea dolioides,Molluscs,other,2,0,0,0,0,0
19227,,Pomacea lineata,Pomacea lineata,Molluscs,other,2,0,0,0,0,0
5277,,Pontederia cordata,Pontederia cordata,"Flowers, Trees, Shrubs, Ferns",other,2,0,0,0,0,0
4683,,Porites astreoides,Porites astreoides,Other Invertebrates,other,2,0,0,0,0,0
16397,,Porites cylindrica,Porites cylindrica,Other Invertebrates,other,2,0,0,0,0,0
11596,,Posthodiplostomum minimum,Posthodiplostomum minimum,Worms,other,2,0,0,0,0,0
15623,,Pristina leidyi,Pristina leidyi,Worms,other,2,0,0,0,0,0
31236,,Proasellus slavus ssp. vindobonensis,Proasellus slavus ssp. vindobonensis,Crustaceans,crusta,2,0,0,0,0,0
52818,,Prochilodus magdalenae,Prochilodus magdalenae,Fish,fish,2,0,0,0,0,0
1237,,Prosimulium magnum,Prosimulium magnum,Insects/Spiders,other,2,0,0,0,0,0
2771,,Protonemura meyeri,Protonemura meyeri,Insects/Spiders,other,2,0,0,0,0,0
23415,,Pseudokirchneriella sp.,Pseudokirchneriella sp.,Algae,algae,2,0,0,0,0,0
786,,Pteronarcys pictetii,Pteronarcys pictetii,Insects/Spiders,other,2,0,0,0,0,0
677,,Pteronarcys sp.,Pteronarcys sp.,Insects/Spiders;Standard Test Species,other,2,0,0,0,0,0
1033,,Rana sp.,Rana sp.,Amphibians,other,2,0,0,0,0,0
4431,,Rasbora sp.,Rasbora sp.,Fish,fish,2,0,0,0,0,0
19559,,Rhacophorus arboreus,Rhacophorus arboreus,Amphibians,other,2,0,0,0,0,0
31604,,Rhinella granulosa,Rhinella granulosa,Amphibians,other,2,0,0,0,0,0
57993,,Rhinella ornata,Rhinella ornata,Amphibians,other,2,0,0,0,0,0
4800,,Rhithrogena semicolorata,Rhithrogena semicolorata,Insects/Spiders,other,2,0,0,0,0,0
2840,,Rivularia sp.,Rivularia sp.,Algae,algae,2,0,0,0,0,0
65096,,Sarcodia suiae,Sarcodia suiae,Algae,algae,2,0,0,0,0,0
1605,,Scapholeberis mucronata,Scapholeberis mucronata,Crustaceans,crusta,2,0,0,0,0,0
1480,,Scenedesmus bijugatus,Scenedesmus bijugatus,Algae,algae,2,0,0,0,0,0
3046,,Scenedesmus incrassatulus,Scenedesmus incrassatulus,Algae,algae,2,0,0,0,0,0
31607,,Scinax ruber,Scinax ruber,Amphibians,other,2,0,0,0,0,0
19116,,Scirpus juncoides var. ohwianus,Scirpus juncoides var. ohwianus,"Flowers, Trees, Shrubs, Ferns",other,2,0,0,0,0,0
3047,,Semibalanus balanoides,Semibalanus balanoides,Crustaceans,crusta,2,0,0,0,1,0
16809,,Seriatopora hystrix,Seriatopora hystrix,Other Invertebrates,other,2,0,0,0,0,0
27812,,Sigara arguta,Sigara arguta,Insects/Spiders,other,2,0,0,0,0,0
4882,,Simulium argus,Simulium argus,Insects/Spiders,other,2,0,0,0,0,0
5658,,Simulium ornata,Simulium ornata,Insects/Spiders,other,2,0,0,0,0,0
228,,Simulium ornatum,Simulium ornatum,Insects/Spiders,other,2,0,0,0,0,0
158,,Siphlonurus linnaeanus,Siphlonurus linnaeanus,Insects/Spiders,other,2,0,0,0,0,0
20268,,Siphonaria capensis,Siphonaria capensis,Molluscs,other,2,0,0,0,0,0
20270,,Siphonaria serrata,Siphonaria serrata,Molluscs,other,2,0,0,0,0,0
1390,,Spartina alterniflora,Spartina alterniflora,"Flowers, Trees, Shrubs, Ferns;U.S. Invasive Species",other,2,0,0,0,0,0
52097,,Spermatozopsis exsultans,Spermatozopsis exsultans,Algae,algae,2,0,0,0,0,0
245,,Sphaerium corneum,Sphaerium corneum,Molluscs,other,2,0,0,0,0,0
1839,,Sphaerodema annulatum,Sphaerodema annulatum,Insects/Spiders,other,2,0,0,0,0,0
3053,,Spirodela punctata,Spirodela punctata,"Flowers, Trees, Shrubs, Ferns",other,2,0,0,0,0,0
2251,,Stauronereis rudolphi,Stauronereis rudolphi,Worms,other,2,0,0,0,0,0
1265,,Stenacron interpunctatum,Stenacron interpunctatum,Insects/Spiders,other,2,0,0,0,0,0
798,,Stenelmis crenata,Stenelmis crenata,Insects/Spiders,other,2,0,0,0,0,0
603,,Stenonema frontale,Stenonema frontale,Insects/Spiders,other,2,0,0,0,0,0
604,,Stenonema luteum,Stenonema luteum,Insects/Spiders,other,2,0,0,0,0,0
2786,,Stenonema vicarium,Stenonema vicarium,Insects/Spiders,other,2,0,0,0,0,0
11303,,Stephanodiscus invisitatus,Stephanodiscus invisitatus,Algae,algae,2,0,0,0,0,0
10994,,Stichopus sp.,Stichopus sp.,Other Invertebrates,other,2,0,0,0,0,0
995,,Strongylocentrotus droebachiensis,Strongylocentrotus droebachiensis,Other Invertebrates;Standard Test Species,other,2,0,0,0,0,0
1615,,Strongylocentrotus intermedius,Strongylocentrotus intermedius,Other Invertebrates,other,2,0,0,0,0,0
5921,,Stylonychia lemnae,Stylonychia lemnae,Other Invertebrates,other,2,0,0,0,0,0
1011,,Stylonychia mytilus,Stylonychia mytilus,Other Invertebrates,other,2,0,0,0,0,0
120,,Talitridae,Talitridae,Crustaceans,crusta,2,0,0,0,0,0
25976,,Taylorconcha serpenticola,Taylorconcha serpenticola,Molluscs;U.S. Threatened and Endangered Species,other,2,0,0,0,0,0
47825,,Tetraselmis marina,Tetraselmis marina,Algae,algae,2,0,0,0,0,0
2036,,Thalassiosira sp.,Thalassiosira sp.,Algae,algae,2,0,0,0,0,0
847,,Thermonectus basillaris,Thermonectus basillaris,Insects/Spiders,other,2,0,0,0,0,0
608,,Tisbe bulbisetosa,Tisbe bulbisetosa,Crustaceans,crusta,2,0,0,0,0,0
5968,,Tricorythus sp.,Tricorythus sp.,Insects/Spiders,other,2,0,0,0,0,0
186,,Triogma sp.,Triogma sp.,Insects/Spiders,other,2,0,0,0,0,0
32367,,Trithemis aurora,Trithemis aurora,Insects/Spiders,other,2,0,0,0,0,0
20112,,Villosa fabalis,Villosa fabalis,Molluscs;U.S. Threatened and Endangered Species,other,2,0,0,0,0,0
1417,,Vorticella campanula,Vorticella campanula,Other Invertebrates,other,2,0,0,0,0,0
5822,,Wilhelmia equina,Wilhelmia equina,Insects/Spiders,other,2,0,0,0,0,0
5711,,Wolffia globosa,Wolffia globosa,"Flowers, Trees, Shrubs, Ferns",other,2,0,0,0,0,0
1269,1269,Caridina sp.,Caridina sp.,Crustaceans,crusta,1,4,1,0,0,0
6039,6039,Acanthomysis sculpta,Acanthomysis sculpta,Crustaceans,crusta,1,1,1,0,0,0
15998,15998,Acanthopagrus butcheri,Acanthopagrus butcheri,Fish,fish,1,1,1,0,1,0
52970,52970,Acartia pacifica,Acartia pacifica,Crustaceans,crusta,1,1,1,0,0,0
20147,20147,Acetes sp.,Acetes sp.,Crustaceans,crusta,1,1,1,0,0,0
195,195,Acrocheilus alutaceus,Acrocheilus alutaceus,Fish,fish,1,1,1,0,1,1
20429,20429,Alpheus malabaricus,Alpheus malabaricus,Crustaceans,crusta,1,1,1,0,0,0
32591,32591,Anabaena azotica,Anabaena azotica,Algae,algae,1,1,1,0,1,0
1660,1660,Anonyx sp.,Anonyx sp.,Crustaceans,crusta,1,1,1,0,0,0
2074,2074,Aplocheilichthys johnstonii,Aplocheilichthys johnstonii,Fish,fish,1,1,1,0,0,0
11274,11274,Apocryptes bato,Apocryptes bato,Fish,fish,1,1,1,0,0,0
390,390,Argulus sp.,Argulus sp.,Crustaceans,crusta,1,1,1,0,0,0
5247,5247,Astyanax bimaculatus,Astyanax bimaculatus,Fish,fish,1,1,1,0,1,0
32074,32074,Atractosteus tropicus,Atractosteus tropicus,Fish,fish,1,1,1,0,1,0
1450,1450,Barbus anoplus,Barbus anoplus,Fish,fish,1,1,1,0,0,0
1257,1257,Barbus filamentosus,Barbus filamentosus,Fish,fish,1,1,1,0,0,0
2259,2259,Barbus gurneyi,Barbus gurneyi,Fish,fish,1,1,1,0,0,0
1322,1322,Barbus natalensis,Barbus natalensis,Fish,fish,1,1,1,0,0,0
5624,5624,Bellerochea malleus,Bellerochea malleus,Algae,algae,1,1,1,1,1,0
1633,1633,Betta splendens,Betta splendens,Fish,fish,1,1,1,0,1,0
18822,18822,Boeckella triarticulata,Boeckella triarticulata,Crustaceans,crusta,1,1,1,0,0,0
5147,5147,Bosmina fatalis,Bosmina fatalis,Crustaceans,crusta,1,1,1,0,0,0
439,439,Calanus plumchrus,Calanus plumchrus,Crustaceans,crusta,1,1,1,0,0,0
2900,2900,Cancer anthonyi,Cancer anthonyi,Crustaceans,crusta,1,1,1,0,0,0
29697,29697,Capoeta capoeta ssp. capoeta,Capoeta capoeta ssp. capoeta,Fish,fish,1,1,1,0,0,0
393,393,Caridina denticulata,Caridina denticulata,Crustaceans,crusta,1,1,1,0,0,0
2844,2844,Centropristis striata,Centropristis striata,Fish,fish,1,1,1,0,1,0
1897,1897,Chaetoceros decipiens,Chaetoceros decipiens,Algae,algae,1,1,1,0,0,0
1898,1898,Chaetoceros didymus,Chaetoceros didymus,Algae,algae,1,1,1,0,1,0
48207,48207,Chapalichthys pardalis,Chapalichthys pardalis,Fish,fish,1,1,1,0,1,0
18262,18262,Cherax tenuimanus,Cherax tenuimanus,Crustaceans,crusta,1,1,1,0,0,0
370,370,Chlamydomonas globosa,Chlamydomonas globosa,Algae,algae,1,1,1,0,0,0
2097,2097,Chlamydomonas segnis,Chlamydomonas segnis,Algae,algae,1,1,1,0,0,0
4747,4747,Clarias macrocephalus,Clarias macrocephalus,Fish,fish,1,1,1,0,1,0
5869,5869,Clibanarius olivaceus,Clibanarius olivaceus,Crustaceans,crusta,1,1,1,0,0,0
20392,20392,Closterium lunula,Closterium lunula,Algae,algae,1,1,1,0,0,0
53880,53880,Corydoras melanistius,Corydoras melanistius,Fish,fish,1,1,1,0,1,0
17569,17569,Corydoras paleatus,Corydoras paleatus,Fish,fish,1,1,1,0,1,0
1662,1662,Crangon nigricauda,Crangon nigricauda,Crustaceans;Standard Test Species,crusta,1,1,1,0,0,0
4558,4558,Cryptomonas ozolini,Cryptomonas ozolini,Algae,algae,1,1,1,0,0,0
1677,1677,Cyclaspis usitata,Cyclaspis usitata,Crustaceans,crusta,1,1,1,0,0,0
902,902,Cypria ophthalmica,Cypria ophthalmica,Crustaceans,crusta,1,1,1,0,0,0
11607,11607,Cyprinion watsoni,Cyprinion watsoni,Fish,fish,1,1,1,0,0,0
6053,6053,Cyprinotus carolinensis,Cyprinotus carolinensis,Crustaceans,crusta,1,1,1,0,0,0
1901,1901,Detonula confervacea,Detonula confervacea,Algae,algae,1,1,1,0,0,0
6054,6054,Diacyclops sp.,Diacyclops sp.,Crustaceans,crusta,1,1,1,0,0,0
38496,38496,Diplodus cervinus,Diplodus cervinus,Fish,fish,1,1,1,0,1,1
1932,1932,Etroplus suratensis,Etroplus suratensis,Fish,fish,1,1,1,0,1,0
6036,6036,Eucalanus elongatus,Eucalanus elongatus,Crustaceans,crusta,1,1,1,0,0,0
31237,31237,Fabaeformiscandona wegelini,Fabaeformiscandona wegelini,Crustaceans,crusta,1,1,1,0,0,0
2876,2876,Fundulus parvipinnis,Fundulus parvipinnis,Fish,fish,1,1,1,0,1,1
57484,57484,Gammarus insensibilis,Gammarus insensibilis,Crustaceans,crusta,1,1,1,0,0,0
1060,1060,Gammarus komareki,Gammarus komareki,Crustaceans,crusta,1,1,1,0,1,0
712,712,Gammarus locusta,Gammarus locusta,Crustaceans,crusta,1,1,1,0,1,0
1347,1347,Gammarus tigrinus,Gammarus tigrinus,Crustaceans,crusta,1,1,1,0,1,0
2391,2391,Garra mullya,Garra mullya,Fish,fish,1,1,1,0,1,0
1652,1652,Gillichthys mirabilis,Gillichthys mirabilis,Fish,fish,1,1,1,0,1,0
2274,2274,Hepsetus odoe,Hepsetus odoe,Fish,fish,1,1,1,0,1,0
668,668,Herotilapia multispinosa,Archocentrus multispinosus,Fish,fish,1,1,1,0,0,0
19672,19672,Heterocypris sp.,Heterocypris sp.,Crustaceans,crusta,1,1,1,0,0,0
2137,2137,Hymenomonas elongata,Hymenomonas elongata,Algae,algae,1,1,1,0,0,0
4399,4399,Hyphessobrycon bifasciatus,Hyphessobrycon bifasciatus,Fish,fish,1,1,1,0,0,0
3033,3033,Hypomesus olidus,Hypomesus olidus,Fish,fish,1,1,1,0,1,0
20384,20384,Kirchneriella aperta,Kirchneriella aperta,Algae,algae,1,1,1,0,0,0
41756,41756,Labeo niloticus,Labeo niloticus,Fish,fish,1,1,1,0,0,0
3034,3034,Leptomysis lingvura,Leptomysis lingvura,Crustaceans,crusta,1,1,1,0,0,1
17331,17331,Limanda punctatissima,Limanda punctatissima,Fish,fish,1,1,1,0,0,0
2209,2209,Limnoria lignorum,Limnoria lignorum,Crustaceans,crusta,1,1,1,0,0,0
174,174,Lynceus brachyurus,Lynceus brachyurus,Crustaceans,crusta,1,1,1,0,0,0
1014,1014,Lysmata seticaudata,Lysmata seticaudata,Crustaceans,crusta,1,1,1,0,0,0
20618,20618,Marsupenaeus japonicus,Marsupenaeus japonicus,Crustaceans,crusta,1,1,1,0,0,0
46988,46988,Melita longidactyla,Melita longidactyla,Crustaceans,crusta,1,1,1,0,0,0
837,837,Menippe mercenaria,Menippe mercenaria,Crustaceans,crusta,1,1,1,0,1,0
42856,42856,Mesopotamichthys sharpeyi,Mesopotamichthys sharpeyi,Fish,fish,1,1,1,0,1,0
440,440,Metridia pacifica,Metridia pacifica,Crustaceans,crusta,1,1,1,0,0,0
19349,19349,Microcystis pulverea ssp. incerta,Microcystis pulverea ssp. incerta,Algae,algae,1,1,1,0,0,0
839,839,Micropterus sp.,Micropterus sp.,Fish,fish,1,1,1,0,0,0
4702,4702,Mictyris longicarpus,Mictyris longicarpus,Crustaceans,crusta,1,1,1,0,0,0
2911,2911,Moina brachiata,Moina brachiata,Crustaceans,crusta,1,1,1,0,0,0
6017,6017,Monochrysis sp.,Monochrysis sp.,Algae,algae,1,1,1,0,0,0
2228,2228,Mugil auratus,Mugil auratus,Fish,fish,1,1,1,0,0,0
4895,4895,Mugil carinatus,Mugil carinatus,Fish,fish,1,1,1,0,0,0
5691,5691,Mystus gulio,Mystus gulio,Fish,fish,1,1,1,0,0,0
2759,2759,Mystus keletius,Mystus keletius,Fish,fish,1,1,1,0,0,0
19175,19175,Nemacheilus angorae,Nemacheilus angorae,Fish,fish,1,1,1,0,0,0
5180,5180,Nematalosa erebi,Nematalosa erebi,Fish,fish,1,1,1,0,1,0
23562,23562,Neocaridina sp.,Neocaridina sp.,Crustaceans,crusta,1,1,1,0,0,0
1661,1661,Neomysis sp.,Neomysis sp.,Crustaceans,crusta,1,1,1,0,0,0
20435,20435,Nephrocytium lunatum,Nephrocytium lunatum,Algae,algae,1,1,1,0,0,0
18819,18819,Newnhamia sp.,Newnhamia sp.,Crustaceans,crusta,1,1,1,0,0,0
16812,16812,Nitzschia accomodata,Nitzschia accomodata,Algae,algae,1,1,1,0,0,0
18670,18670,Nitzschia kuetzingiana,Nitzschia kuetzingiana,Algae,algae,1,1,1,0,0,0
20440,20440,Nitzschia paleacea,Nitzschia paleacea,Algae,algae,1,1,1,0,0,0
1711,1711,Notropis buccatus,Notropis buccatus,Fish,fish,1,1,1,0,0,1
4614,4614,Ochromonas danica,Ochromonas danica,Algae,algae,1,1,1,1,1,0
589,589,Oncorhynchus aguabonita,Oncorhynchus aguabonita,Fish,fish,1,1,1,0,0,0
1133,1133,Opsopoeodus emiliae,Opsopoeodus emiliae,Fish,fish,1,1,1,1,1,1
5225,5225,Orconectes neglectus,Orconectes neglectus,Crustaceans,crusta,1,1,1,0,0,1
4903,4903,Oreochromis mossambicus X niloticus,Oreochromis mossambicus X niloticus,Fish,fish,1,1,1,0,0,0
5374,5374,Oreochromis mossambicus X urolepis,Oreochromis mossambicus X urolepis,Fish,fish,1,1,1,0,0,0
2768,2768,Palaemon paucidens,Palaemon paucidens,Crustaceans,crusta,1,1,1,0,0,0
5804,5804,Parapristipoma trilineatum,Parapristipoma trilineatum,Fish,fish,1,1,1,0,1,0
5868,5868,Paratelphusa spinigera,Paratelphusa spinigera,Crustaceans,crusta,1,1,1,0,0,0
53302,53302,Parvocalanus crassirostris,Parvocalanus crassirostris,Crustaceans,crusta,1,1,1,0,0,0
5217,5217,Pavlova gyrans,Pavlova gyrans,Algae,algae,1,1,1,0,0,0
11683,11683,Periophthalmus dipus,Periophthalmus dipus,Fish,fish,1,1,1,0,0,0
28937,28937,Phyllodiaptomus annae,Phyllodiaptomus annae,Crustaceans,crusta,1,1,1,0,0,0
32227,32227,Piaractus brachypomus,Piaractus brachypomus,Fish;U.S. Invasive Species,fish,1,1,1,1,1,1
1860,1860,Pithophora sp.,Pithophora sp.,Algae,algae,1,1,1,0,0,0
4827,4827,Pomacentrus leucostictus,Pomacentrus leucostictus,Fish,fish,1,1,1,0,0,0
1663,1663,Pontogeneia sp.,Pontogeneia sp.,Crustaceans,crusta,1,1,1,0,0,0
2823,2823,Pontoporeia sp.,Pontoporeia sp.,Crustaceans,crusta,1,1,1,0,0,0
34626,34626,Proasellus assaforensis,Proasellus assaforensis,Crustaceans,crusta,1,1,1,0,1,0
46,46,Procambarus blandingii,Procambarus blandingii,Crustaceans,crusta,1,1,1,0,0,0
16785,16785,Procambarus zonangulus,Procambarus zonangulus,Crustaceans,crusta,1,1,1,0,0,0
31238,31238,Pseudocandona sp.,Pseudocandona sp.,Crustaceans,crusta,1,1,1,0,0,0
2050,2050,Pseudocrenilabrus philander,Pseudocrenilabrus philander,Fish,fish,1,1,1,0,1,0
2821,2821,Puntius sarana,Puntius sarana,Fish,fish,1,1,1,0,0,0
1896,1896,Rhodomonas baltica,Rhodomonas baltica,Algae,algae,1,1,1,0,0,0
475,475,Salvelinus sp.,Salvelinus sp.,Fish,fish,1,1,1,0,0,0
2412,2412,Scorpaena guttata,Scorpaena guttata,Fish,fish,1,1,1,0,1,0
169,169,Sida crystallina,Sida crystallina,Crustaceans,crusta,1,1,1,0,1,0
56301,56301,Skiffia multipunctata,Skiffia multipunctata,Fish,fish,1,1,1,0,1,0
1026,1026,Squalus acanthias,Squalus acanthias,Fish,fish,1,1,1,0,1,1
4652,4652,Streptocephalus dichotomus,Streptocephalus dichotomus,Crustaceans,crusta,1,1,1,0,0,0
519,519,Streptocephalus seali,Streptocephalus seali,Crustaceans,crusta,1,1,1,0,0,0
1035,1035,Synaptura kleini,Synaptura kleini,Fish,fish,1,1,1,0,0,0
19368,19368,Synechococcus nidulans,Synechococcus nidulans,Algae,algae,1,1,1,0,1,0
2059,2059,Synodontis sp.,Synodontis sp.,Fish,fish,1,1,1,0,0,0
1899,1899,Thalassiosira nordenskioeldii,Thalassiosira nordenskioeldii,Algae,algae,1,1,1,0,1,0
28792,28792,Thalassoma pavo,Thalassoma pavo,Fish,fish,1,1,1,0,1,0
18751,18751,Tiburonella viscana,Tiburonella viscana,Crustaceans,crusta,1,1,1,0,0,0
138,138,Tilapia rendalli,Tilapia rendalli,Fish,fish,1,1,1,0,0,0
4763,4763,Trachurus japonicus,Trachurus japonicus,Fish,fish,1,1,1,0,1,0
48373,48373,Tumeodiaptomus diabolicus,Tumeodiaptomus diabolicus,Crustaceans,crusta,1,1,1,0,0,0
17274,17274,Uca marionis,Uca marionis,Crustaceans,crusta,1,1,1,0,0,0
1627,1627,Uca rapax,Uca rapax,Crustaceans,crusta,1,1,1,0,0,0
2841,2841,Ulothrix subconstricta,Ulothrix subconstricta,Algae,algae,1,1,1,0,0,0
573,573,Undinula vulgaris,Undinula vulgaris,Crustaceans,crusta,1,1,1,0,0,0
606,606,Valamugil engeli,Moolgarda engeli,Fish,fish,1,1,1,0,0,0
5480,,Ablabesmyia sp.,Ablabesmyia sp.,Insects/Spiders,other,1,0,0,0,0,0
4805,,Acipenser ruthenus,Acipenser ruthenus,Fish,fish,1,0,0,0,1,1
11857,,Acipenseriformes,Acipenseriformes,Fish,fish,1,0,0,0,0,0
34307,,Acorus americanus,Acorus americanus,"Flowers, Trees, Shrubs, Ferns",other,1,0,0,0,0,0
26011,,Acropora cervicornis,Acropora cervicornis,Other Invertebrates;U.S. Threatened and Endangered Species,other,1,0,0,0,0,0
21500,,Acropora sp.,Acropora sp.,Other Invertebrates,other,1,0,0,0,0,0
20201,,Acropora surculosa,Acropora surculosa,Other Invertebrates,other,1,0,0,0,0,0
16376,,Acropora tenuis,Acropora tenuis,Other Invertebrates,other,1,0,0,0,0,0
2364,,Aedes cantator,Aedes cantator,Insects/Spiders,other,1,0,0,0,0,0
4610,,Aedes euedes,Aedes euedes,Insects/Spiders,other,1,0,0,0,0,0
17076,,Aedes funereus,Aedes funereus,Insects/Spiders,other,1,0,0,0,0,0
17075,,Aedes notoscriptus,Aedes notoscriptus,Insects/Spiders,other,1,0,0,0,0,0
17074,,Aedes vigilax,Aedes vigilax,Insects/Spiders,other,1,0,0,0,0,0
16719,,Aeshna verticalis,Aeshna verticalis,Insects/Spiders,other,1,0,0,0,0,0
800,,Agabus seriatus,Agabus seriatus,Insects/Spiders,other,1,0,0,0,0,0
678,,Agnetina sp.,Agnetina sp.,Insects/Spiders,other,1,0,0,0,0,0
2256,,Aiptasia pallida,Aiptasia pallida,Other Invertebrates,other,1,0,0,0,0,0
34471,,Alaria sp.,Alaria sp.,Worms,other,1,0,0,0,0,0
17070,,Alasmidonta raveneliana,Alasmidonta raveneliana,Molluscs;U.S. Threatened and Endangered Species,other,1,0,0,0,0,0
3000,,Allium cepa,Allium cepa,"Flowers, Trees, Shrubs, Ferns;Standard Test Species",other,1,0,0,0,0,0
2859,,Ambassis ambassis,Ambassis ambassis,Fish,fish,1,0,0,0,0,0
27762,,Ambystoma laterale,Ambystoma laterale,Amphibians,other,1,0,0,0,0,0
11017,,Amphilocus sp.,Amphilocus sp.,Crustaceans,crusta,1,0,0,0,0,0
4657,,Anadara rhombea,Anadara rhombea,Molluscs,other,1,0,0,0,0,0
17252,,Anax junius,Anax junius,Insects/Spiders,other,1,0,0,0,0,0
